month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2019/03/01 05:00:00+00,Total,31,Blue Line,1638864,52867,3348
2019/03/01 05:00:00+00,Total,31,Orange Line,4996003,161161,3349
2019/03/01 05:00:00+00,Total,31,Red Line,6256835,201833,3350
2019/03/01 05:00:00+00,Total,31,Heavy Rail,12891702,415861,3351
2019/03/01 05:00:00+00,Total,31,Green Line,4692764,151379,3352
2019/03/01 05:00:00+00,Total,31,Light Rail,4692764,151379,3353
2019/03/01 05:00:00+00,Total,31,Silver Line,995833,32124,3354
2019/03/01 05:00:00+00,Total,31,Bus,8441657,272312,3355
2019/03/01 05:00:00+00,Total,31,Trackless Trolley,249097,8035,3356
2019/03/01 05:00:00+00,Total,31,Private Bus,74612,2407,3357
2019/03/01 05:00:00+00,Total,31,All Bus,9761200,314877,3358
2019/03/01 05:00:00+00,Total,31,Commuter Rail,2628828,84801,3359
2019/03/01 05:00:00+00,Total,31,Ferry,102937,3321,3360
2019/03/01 05:00:00+00,Total,31,The RIDE,154294,4977,3361
2019/02/01 05:00:00+00,Weekday,19,Blue Line,1188179,62536,3362
2019/02/01 05:00:00+00,Weekday,19,Orange Line,3750436,197391,3363
2019/10/01 04:00:00+00,Weekday,23,All Bus,9500212,413053,3364
2019/07/01 04:00:00+00,Weekday,22,Bus,7204590,327481,3365
2019/08/01 04:00:00+00,Saturday,5,Silver Line,114274,22855,3366
2019/09/01 04:00:00+00,Sunday,5,The RIDE,14133,2827,3367
2019/10/01 04:00:00+00,Weekday,23,Commuter Rail,2799238,121706,3368
2019/05/01 04:00:00+00,Sunday,4,Heavy Rail,815355,203839,3369
2019/07/01 04:00:00+00,Weekday,22,Trackless Trolley,236254,10739,3370
2019/08/01 04:00:00+00,Saturday,5,Bus,883945,176789,3371
2019/09/01 04:00:00+00,Total,30,Blue Line,1919750,63992,3372
2019/10/01 04:00:00+00,Weekday,23,Ferry,136022,5914,3373
2019/05/01 04:00:00+00,Sunday,4,Green Line,330528,82632,3374
2019/07/01 04:00:00+00,Weekday,22,Private Bus,73744,3352,3375
2019/08/01 04:00:00+00,Saturday,5,Trackless Trolley,29473,5895,3376
2019/09/01 04:00:00+00,Total,30,Orange Line,5371381,179046,3377
2019/10/01 04:00:00+00,Weekday,23,The RIDE,137172,5964,3378
2019/05/01 04:00:00+00,Sunday,4,Light Rail,330528,82632,3379
2019/07/01 04:00:00+00,Weekday,22,All Bus,8339781,379081,3380
2019/08/01 04:00:00+00,Saturday,5,All Bus,1027693,205539,3381
2019/09/01 04:00:00+00,Total,30,Red Line,6639955,221332,3382
2019/10/01 04:00:00+00,Saturday,4,Blue Line,161326,40332,3383
2019/05/01 04:00:00+00,Sunday,4,Silver Line,99156,24789,3384
2019/07/01 04:00:00+00,Weekday,22,Commuter Rail,2625150,119325,3385
2019/08/01 04:00:00+00,Saturday,5,Commuter Rail,92185,18437,3386
2019/09/01 04:00:00+00,Total,30,Heavy Rail,13931085,464370,3387
2019/10/01 04:00:00+00,Saturday,4,Orange Line,138143,34536,3388
2019/05/01 04:00:00+00,Sunday,4,Bus,572331,143083,3389
2019/07/01 04:00:00+00,Weekday,22,Ferry,121000,5500,3390
2019/08/01 04:00:00+00,Saturday,5,The RIDE,14840,2968,3391
2019/09/01 04:00:00+00,Total,30,Green Line,4903676,163456,3392
2019/10/01 04:00:00+00,Saturday,4,Red Line,512123,128031,3393
2019/05/01 04:00:00+00,Sunday,4,All Bus,671487,167872,3394
2019/07/01 04:00:00+00,Weekday,22,The RIDE,123486,5613,3395
2019/08/01 04:00:00+00,Sunday,4,Blue Line,145674,36418,3396
2019/09/01 04:00:00+00,Total,30,Light Rail,4903676,163456,3397
2019/10/01 04:00:00+00,Saturday,4,Heavy Rail,811592,202898,3398
2019/05/01 04:00:00+00,Sunday,4,Commuter Rail,50736,12684,3399
2019/07/01 04:00:00+00,Saturday,4,Blue Line,194219,48555,3400
2019/08/01 04:00:00+00,Sunday,4,Orange Line,300910,75228,3401
2019/09/01 04:00:00+00,Total,30,Silver Line,933957,31132,3402
2019/10/01 04:00:00+00,Saturday,4,Green Line,410495,102624,3403
2019/05/01 04:00:00+00,Sunday,4,The RIDE,11191,2798,3404
2019/07/01 04:00:00+00,Saturday,4,Orange Line,409140,102285,3405
2019/08/01 04:00:00+00,Sunday,4,Red Line,397855,99464,3406
2019/09/01 04:00:00+00,Total,30,Bus,8720168,290672,3407
2019/10/01 04:00:00+00,Saturday,4,Light Rail,410495,102624,3408
2019/05/01 04:00:00+00,Total,31,Blue Line,1858843,59963,3409
2019/07/01 04:00:00+00,Saturday,4,Red Line,477098,119274,3410
2019/08/01 04:00:00+00,Sunday,4,Heavy Rail,844439,211110,3411
2019/09/01 04:00:00+00,Total,30,Trackless Trolley,249448,8315,3412
2019/10/01 04:00:00+00,Saturday,4,Silver Line,97577,24394,3413
2019/05/01 04:00:00+00,Total,31,Orange Line,5354899,172739,3414
2019/07/01 04:00:00+00,Saturday,4,Heavy Rail,1080458,270114,3415
2019/08/01 04:00:00+00,Sunday,4,Green Line,329283,82321,3416
2019/04/01 04:00:00+00,Weekday,22,Green Line,4158917,189042,3417
2019/09/01 04:00:00+00,Total,30,Private Bus,78625,2621,3418
2019/10/01 04:00:00+00,Saturday,4,Bus,728481,182120,3419
2019/05/01 04:00:00+00,Total,31,Red Line,6705541,216308,3420
2019/07/01 04:00:00+00,Saturday,4,Green Line,433286,108322,3421
2019/08/01 04:00:00+00,Sunday,4,Light Rail,329283,82321,3422
2019/04/01 04:00:00+00,Weekday,22,Light Rail,4158917,189042,3423
2019/09/01 04:00:00+00,Total,30,All Bus,9982198,332740,3424
2019/10/01 04:00:00+00,Saturday,4,Trackless Trolley,22802,5700,3425
2019/05/01 04:00:00+00,Total,31,Heavy Rail,13919283,449009,3426
2019/07/01 04:00:00+00,Saturday,4,Light Rail,433286,108322,3427
2019/08/01 04:00:00+00,Sunday,4,Silver Line,76243,19061,3428
2019/04/01 04:00:00+00,Weekday,22,Silver Line,823061,37412,3429
2019/09/01 04:00:00+00,Total,30,Commuter Rail,2553903,85130,3430
2019/10/01 04:00:00+00,Saturday,4,All Bus,848860,212215,3431
2019/05/01 04:00:00+00,Total,31,Green Line,4853219,156555,3432
2019/07/01 04:00:00+00,Saturday,4,Silver Line,87124,21781,3433
2019/07/01 04:00:00+00,Saturday,4,Bus,669514,167378,3434
2019/07/01 04:00:00+00,Saturday,4,Trackless Trolley,19283,4821,3435
2019/07/01 04:00:00+00,Saturday,4,All Bus,775921,193980,3436
2019/07/01 04:00:00+00,Saturday,4,Commuter Rail,74252,18563,3437
2019/07/01 04:00:00+00,Saturday,4,The RIDE,12400,3100,3438
2019/07/01 04:00:00+00,Sunday,4,Blue Line,159396,39849,3439
2019/07/01 04:00:00+00,Sunday,4,Orange Line,325640,81410,3440
2019/07/01 04:00:00+00,Sunday,4,Red Line,400099,100025,3441
2019/07/01 04:00:00+00,Sunday,4,Heavy Rail,885135,221284,3442
2019/07/01 04:00:00+00,Sunday,4,Green Line,361430,90358,3443
2019/07/01 04:00:00+00,Sunday,4,Light Rail,361430,90358,3444
2019/07/01 04:00:00+00,Sunday,4,Silver Line,79712,19928,3445
2019/07/01 04:00:00+00,Sunday,4,Bus,472640,118160,3446
2019/07/01 04:00:00+00,Sunday,4,All Bus,552353,138088,3447
2019/07/01 04:00:00+00,Sunday,4,Commuter Rail,50476,12619,3448
2019/07/01 04:00:00+00,Sunday,4,The RIDE,10147,2537,3449
2019/07/01 04:00:00+00,Total,31,Blue Line,1986990,64096,3450
2019/07/01 04:00:00+00,Total,31,Orange Line,5350327,172591,3451
2019/07/01 04:00:00+00,Total,31,Red Line,6558589,211567,3452
2019/07/01 04:00:00+00,Total,31,Heavy Rail,13895905,448255,3453
2019/07/01 04:00:00+00,Total,31,Green Line,4846481,156338,3454
2019/07/01 04:00:00+00,Total,31,Light Rail,4846481,156338,3455
2019/07/01 04:00:00+00,Total,31,Silver Line,1024590,33051,3456
2019/07/01 04:00:00+00,Total,31,Bus,8416840,271511,3457
2019/07/01 04:00:00+00,Total,31,Trackless Trolley,236796,7639,3458
2019/07/01 04:00:00+00,Total,31,Private Bus,86002,2774,3459
2019/07/01 04:00:00+00,Total,31,All Bus,9764228,314975,3460
2019/07/01 04:00:00+00,Total,31,Commuter Rail,2669884,86125,3461
2019/07/01 04:00:00+00,Total,31,Ferry,150474,4854,3462
2019/07/01 04:00:00+00,Total,31,The RIDE,200568,6470,3463
2019/06/01 04:00:00+00,Weekday,20,Blue Line,1423295,71165,3464
2019/06/01 04:00:00+00,Weekday,20,Orange Line,4135346,206767,3465
2019/06/01 04:00:00+00,Weekday,20,Red Line,4996532,249827,3466
2019/06/01 04:00:00+00,Weekday,20,Heavy Rail,10555173,527759,3467
2019/06/01 04:00:00+00,Weekday,20,Green Line,3661246,183062,3468
2019/06/01 04:00:00+00,Weekday,20,Light Rail,3661246,183062,3469
2019/09/01 04:00:00+00,Total,30,Ferry,148822,4961,3470
2019/08/01 04:00:00+00,Sunday,4,Bus,468545,117136,3471
2019/05/01 04:00:00+00,Total,31,Light Rail,4853219,156555,3472
2019/10/01 04:00:00+00,Saturday,4,Commuter Rail,65368,16342,3473
2019/09/01 04:00:00+00,Total,30,The RIDE,158647,5288,3474
2019/08/01 04:00:00+00,Sunday,4,All Bus,544788,136197,3475
2019/05/01 04:00:00+00,Total,31,Silver Line,1054740,34024,3476
2019/10/01 04:00:00+00,Saturday,4,The RIDE,11648,2912,3477
2019/08/01 04:00:00+00,Weekday,22,Blue Line,1569038,71320,3478
2019/08/01 04:00:00+00,Sunday,4,Commuter Rail,53472,13368,3479
2019/04/01 04:00:00+00,Weekday,22,Bus,7481108,340050,3480
2019/05/01 04:00:00+00,Total,31,Bus,8887371,286689,3481
2019/10/01 04:00:00+00,Sunday,4,Blue Line,117471,29368,3482
2019/08/01 04:00:00+00,Weekday,22,Orange Line,4423578,201072,3483
2019/08/01 04:00:00+00,Sunday,4,The RIDE,10809,2702,3484
2019/04/01 04:00:00+00,Weekday,22,Trackless Trolley,234669,10667,3485
2019/05/01 04:00:00+00,Total,31,Trackless Trolley,260752,8411,3486
2019/10/01 04:00:00+00,Sunday,4,Orange Line,98647,24662,3487
2019/08/01 04:00:00+00,Weekday,22,Red Line,5451750,247807,3488
2019/08/01 04:00:00+00,Total,31,Blue Line,1941946,62643,3489
2019/04/01 04:00:00+00,Weekday,22,Private Bus,70774,3217,3490
2019/05/01 04:00:00+00,Total,31,Private Bus,84225,2717,3491
2019/10/01 04:00:00+00,Sunday,4,Red Line,370651,92663,3492
2019/08/01 04:00:00+00,Weekday,22,Heavy Rail,11444367,520198,3493
2019/08/01 04:00:00+00,Total,31,Orange Line,5220991,168419,3494
2019/04/01 04:00:00+00,Weekday,22,All Bus,8609612,391346,3495
2019/05/01 04:00:00+00,Total,31,All Bus,10287088,331842,3496
2019/10/01 04:00:00+00,Sunday,4,Heavy Rail,586769,146692,3497
2019/08/01 04:00:00+00,Weekday,22,Green Line,3794895,172495,3498
2019/08/01 04:00:00+00,Total,31,Red Line,6463959,208515,3499
2019/04/01 04:00:00+00,Weekday,22,Commuter Rail,2655972,120726,3500
2019/05/01 04:00:00+00,Total,31,Commuter Rail,2702198,87168,3501
2019/10/01 04:00:00+00,Sunday,4,Green Line,293863,73466,3502
2019/08/01 04:00:00+00,Weekday,22,Light Rail,3794895,172495,3503
2019/08/01 04:00:00+00,Total,31,Heavy Rail,13626897,439577,3504
2019/04/01 04:00:00+00,Weekday,22,Ferry,113036,5138,3505
2019/05/01 04:00:00+00,Total,31,Ferry,139499,4500,3506
2019/10/01 04:00:00+00,Sunday,4,Light Rail,293863,73466,3507
2019/08/01 04:00:00+00,Weekday,22,Silver Line,823813,37446,3508
2019/08/01 04:00:00+00,Total,31,Green Line,4643466,149789,3509
2019/04/01 04:00:00+00,Weekday,22,The RIDE,133386,6063,3510
2019/05/01 04:00:00+00,Total,31,The RIDE,162453,5240,3511
2019/10/01 04:00:00+00,Sunday,4,Silver Line,79424,19856,3512
2019/08/01 04:00:00+00,Weekday,22,Bus,7114857,323403,3513
2019/08/01 04:00:00+00,Total,31,Light Rail,4643466,149789,3514
2019/04/01 04:00:00+00,Saturday,4,Blue Line,172474,43118,3515
2019/04/01 04:00:00+00,Weekday,22,Blue Line,1474893,67041,3516
2019/10/01 04:00:00+00,Sunday,4,Bus,464601,116150,3517
2019/08/01 04:00:00+00,Total,31,Silver Line,1014331,32720,3518
2019/04/01 04:00:00+00,Saturday,4,Orange Line,427902,106976,3519
2019/04/01 04:00:00+00,Weekday,22,Orange Line,4492855,204221,3520
2019/10/01 04:00:00+00,Sunday,4,All Bus,544026,136006,3521
2019/08/01 04:00:00+00,Total,31,Bus,8467347,273140,3522
2019/04/01 04:00:00+00,Saturday,4,Red Line,490722,122680,3523
2019/04/01 04:00:00+00,Weekday,22,Red Line,5637800,256264,3524
2019/10/01 04:00:00+00,Sunday,4,Commuter Rail,46888,11722,3525
2019/08/01 04:00:00+00,Total,31,Trackless Trolley,253306,8171,3526
2019/04/01 04:00:00+00,Saturday,4,Heavy Rail,1091098,272774,3527
2019/04/01 04:00:00+00,Saturday,4,Green Line,507429,126857,3528
2019/04/01 04:00:00+00,Saturday,4,Light Rail,507429,126857,3529
2019/04/01 04:00:00+00,Saturday,4,Silver Line,87541,21885,3530
2019/04/01 04:00:00+00,Saturday,4,Bus,690879,172720,3531
2019/04/01 04:00:00+00,Saturday,4,Trackless Trolley,20529,5132,3532
2019/04/01 04:00:00+00,Saturday,4,All Bus,798949,199737,3533
2019/04/01 04:00:00+00,Saturday,4,Commuter Rail,74924,18731,3534
2019/04/01 04:00:00+00,Saturday,4,The RIDE,12148,3037,3535
2019/04/01 04:00:00+00,Sunday,4,Blue Line,130320,32580,3536
2019/04/01 04:00:00+00,Sunday,4,Orange Line,305143,76286,3537
2019/04/01 04:00:00+00,Sunday,4,Red Line,368734,92184,3538
2019/04/01 04:00:00+00,Sunday,4,Heavy Rail,804197,201049,3539
2019/04/01 04:00:00+00,Sunday,4,Green Line,378052,94513,3540
2019/04/01 04:00:00+00,Sunday,4,Light Rail,378052,94513,3541
2019/04/01 04:00:00+00,Sunday,4,Silver Line,70878,17720,3542
2019/04/01 04:00:00+00,Sunday,4,Bus,446571,111643,3543
2019/04/01 04:00:00+00,Sunday,4,All Bus,517449,129362,3544
2019/04/01 04:00:00+00,Sunday,4,Commuter Rail,51508,12877,3545
2019/04/01 04:00:00+00,Sunday,4,The RIDE,11936,2984,3546
2019/04/01 04:00:00+00,Total,30,Blue Line,1777688,59256,3547
2019/04/01 04:00:00+00,Total,30,Orange Line,5225900,174197,3548
2019/04/01 04:00:00+00,Total,30,Red Line,6497257,216575,3549
2019/04/01 04:00:00+00,Total,30,Heavy Rail,13500844,450028,3550
2019/04/01 04:00:00+00,Total,30,Green Line,5044398,168147,3551
2019/04/01 04:00:00+00,Total,30,Light Rail,5044398,168147,3552
2019/04/01 04:00:00+00,Total,30,Silver Line,995353,33178,3553
2019/04/01 04:00:00+00,Total,30,Bus,8554377,285146,3554
2019/04/01 04:00:00+00,Total,30,Trackless Trolley,247429,8248,3555
2019/04/01 04:00:00+00,Total,30,Private Bus,80412,2680,3556
2019/04/01 04:00:00+00,Total,30,All Bus,9877570,329252,3557
2019/04/01 04:00:00+00,Total,30,Commuter Rail,2689704,89657,3558
2019/04/01 04:00:00+00,Total,30,Ferry,118564,3952,3559
2019/04/01 04:00:00+00,Total,30,The RIDE,157672,5256,3560
2019/03/01 05:00:00+00,Weekday,21,Blue Line,1321537,62930,3561
2019/03/01 05:00:00+00,Weekday,21,Orange Line,4150058,197622,3562
2019/03/01 05:00:00+00,Weekday,21,Red Line,5248193,249914,3563
2019/08/01 04:00:00+00,Total,31,Private Bus,84761,2734,3564
2019/04/01 04:00:00+00,Weekday,22,Heavy Rail,11605549,527525,3565
2019/10/01 04:00:00+00,Sunday,4,The RIDE,10951,2738,3566
2019/08/01 04:00:00+00,Total,31,All Bus,9819745,316766,3567
2019/10/01 04:00:00+00,Total,31,Blue Line,1970127,63552,3568
2019/08/01 04:00:00+00,Total,31,Commuter Rail,2800661,90344,3569
2019/10/01 04:00:00+00,Total,31,Orange Line,5258169,169618,3570
2019/08/01 04:00:00+00,Total,31,Ferry,151493,4887,3571
2019/10/01 04:00:00+00,Total,31,Red Line,7164378,231109,3572
2019/08/01 04:00:00+00,Total,31,The RIDE,202987,6548,3573
2019/10/01 04:00:00+00,Total,31,Heavy Rail,14392675,464280,3574
2019/07/01 04:00:00+00,Weekday,22,Blue Line,1595001,72500,3575
2019/10/01 04:00:00+00,Total,31,Green Line,4968201,160265,3576
2019/07/01 04:00:00+00,Weekday,22,Orange Line,4532500,206023,3577
2019/10/01 04:00:00+00,Total,31,Light Rail,4968201,160265,3578
2019/07/01 04:00:00+00,Weekday,22,Red Line,5580380,253654,3579
2019/10/01 04:00:00+00,Total,31,Silver Line,1071939,34579,3580
2019/07/01 04:00:00+00,Weekday,22,Heavy Rail,11707881,532176,3581
2019/10/01 04:00:00+00,Total,31,Bus,9478735,305766,3582
2019/07/01 04:00:00+00,Weekday,22,Green Line,3965521,180251,3583
2019/10/01 04:00:00+00,Total,31,Trackless Trolley,265948,8579,3584
2019/07/01 04:00:00+00,Weekday,22,Light Rail,3965521,180251,3585
2019/10/01 04:00:00+00,Total,31,Private Bus,86862,2802,3586
2019/07/01 04:00:00+00,Weekday,22,Silver Line,825192,37509,3587
2019/10/01 04:00:00+00,Total,31,All Bus,10903484,351725,3588
2019/10/01 04:00:00+00,Total,31,Commuter Rail,2911497,93919,3589
2019/10/01 04:00:00+00,Total,31,Ferry,160480,5177,3590
2019/10/01 04:00:00+00,Total,31,The RIDE,146004,4710,3591
2019/09/01 04:00:00+00,Weekday,20,Blue Line,1521166,76058,3592
2019/09/01 04:00:00+00,Weekday,20,Orange Line,4505587,225279,3593
2019/09/01 04:00:00+00,Weekday,20,Red Line,5485803,274290,3594
2019/09/01 04:00:00+00,Weekday,20,Heavy Rail,11512557,575628,3595
2019/09/01 04:00:00+00,Weekday,20,Green Line,3869417,193471,3596
2019/09/01 04:00:00+00,Weekday,20,Light Rail,3869417,193471,3597
2019/09/01 04:00:00+00,Weekday,20,Silver Line,738886,36944,3598
2019/09/01 04:00:00+00,Weekday,20,Bus,7253134,362657,3599
2019/09/01 04:00:00+00,Weekday,20,Trackless Trolley,226294,11315,3600
2018/12/01 05:00:00+00,Total,31,The RIDE,150696,4861,3601
2018/11/01 04:00:00+00,Weekday,21,Blue Line,1364516,64977,3602
2018/11/01 04:00:00+00,Weekday,21,Orange Line,4236739,201749,3603
2018/11/01 04:00:00+00,Weekday,21,Red Line,5305597,252647,3604
2018/11/01 04:00:00+00,Weekday,21,Heavy Rail,10906852,519374,3605
2018/11/01 04:00:00+00,Weekday,21,Green Line,3860535,183835,3606
2018/11/01 04:00:00+00,Weekday,21,Light Rail,3860535,183835,3607
2018/11/01 04:00:00+00,Weekday,21,Silver Line,798509,38024,3608
2018/11/01 04:00:00+00,Weekday,21,Bus,7095324,337873,3609
2018/11/01 04:00:00+00,Weekday,21,Trackless Trolley,241679,11509,3610
2018/11/01 04:00:00+00,Weekday,21,Private Bus,64050,3050,3611
2018/11/01 04:00:00+00,Weekday,21,All Bus,8199563,390455,3612
2018/11/01 04:00:00+00,Weekday,21,Commuter Rail,2551332,121492,3613
2018/11/01 04:00:00+00,Weekday,21,Ferry,106344,5064,3614
2018/11/01 04:00:00+00,Weekday,21,The RIDE,130303,6205,3615
2018/11/01 04:00:00+00,Saturday,4,Blue Line,159519,39880,3616
2018/11/01 04:00:00+00,Saturday,4,Orange Line,397428,99357,3617
2018/11/01 04:00:00+00,Saturday,4,Red Line,443918,110980,3618
2019/02/01 05:00:00+00,Weekday,19,Red Line,4758082,250425,3619
2018/08/01 04:00:00+00,Total,31,Private Bus,82891,2674,3620
2019/01/01 05:00:00+00,Weekday,21,Orange Line,4018096,191338,3621
2018/12/01 05:00:00+00,Weekday,20,Blue Line,1190476,59524,3622
2018/11/01 04:00:00+00,Total,30,Ferry,106346,3545,3623
2018/11/01 04:00:00+00,Saturday,4,Heavy Rail,1000866,250216,3624
2018/11/01 04:00:00+00,Saturday,4,Green Line,472251,118063,3625
2018/11/01 04:00:00+00,Saturday,4,Light Rail,472251,118063,3626
2018/11/01 04:00:00+00,Saturday,4,Silver Line,84219,21055,3627
2018/11/01 04:00:00+00,Saturday,4,Bus,672061,168015,3628
2018/11/01 04:00:00+00,Saturday,4,Trackless Trolley,17055,4264,3629
2018/11/01 04:00:00+00,Saturday,4,All Bus,773335,193334,3630
2018/11/01 04:00:00+00,Saturday,4,Commuter Rail,69212,17303,3631
2018/11/01 04:00:00+00,Saturday,4,The RIDE,12036,3009,3632
2018/11/01 04:00:00+00,Sunday,4,Blue Line,123246,30812,3633
2018/11/01 04:00:00+00,Sunday,4,Orange Line,286137,71534,3634
2018/11/01 04:00:00+00,Sunday,4,Red Line,334707,83677,3635
2018/11/01 04:00:00+00,Sunday,4,Heavy Rail,744090,186022,3636
2018/11/01 04:00:00+00,Sunday,4,Green Line,348426,87106,3637
2018/11/01 04:00:00+00,Sunday,4,Light Rail,348426,87106,3638
2018/11/01 04:00:00+00,Sunday,4,Silver Line,82437,20609,3639
2018/11/01 04:00:00+00,Sunday,4,Bus,505599,126400,3640
2018/11/01 04:00:00+00,Sunday,4,All Bus,588036,147009,3641
2018/11/01 04:00:00+00,Sunday,4,Commuter Rail,49864,12466,3642
2018/11/01 04:00:00+00,Sunday,4,The RIDE,11532,2883,3643
2018/11/01 04:00:00+00,Total,30,Blue Line,1658350,55278,3644
2018/11/01 04:00:00+00,Total,30,Orange Line,4950758,165025,3645
2018/11/01 04:00:00+00,Total,30,Red Line,6120446,204015,3646
2018/11/01 04:00:00+00,Total,30,Heavy Rail,12729554,424318,3647
2018/11/01 04:00:00+00,Total,30,Green Line,4710656,157022,3648
2018/11/01 04:00:00+00,Total,30,Light Rail,4710656,157022,3649
2018/11/01 04:00:00+00,Total,30,Silver Line,965165,32172,3650
2018/11/01 04:00:00+00,Total,30,Bus,8272985,275766,3651
2018/11/01 04:00:00+00,Total,30,Trackless Trolley,258734,8624,3652
2018/11/01 04:00:00+00,Total,30,Private Bus,74198,2473,3653
2018/11/01 04:00:00+00,Total,30,All Bus,9571082,319036,3654
2018/11/01 04:00:00+00,Total,30,Commuter Rail,2593497,86450,3655
2018/10/01 04:00:00+00,Total,31,Commuter Rail,2822675,91054,3656
2018/09/01 04:00:00+00,Total,30,All Bus,9723426,324114,3657
2018/12/01 05:00:00+00,Weekday,20,Orange Line,3601484,180074,3658
2018/08/01 04:00:00+00,Total,31,All Bus,9913072,319777,3659
2018/11/01 04:00:00+00,Total,30,The RIDE,157104,5237,3660
2018/09/01 04:00:00+00,Total,30,Commuter Rail,2368814,78960,3661
2019/01/01 05:00:00+00,Weekday,21,Red Line,4977090,237004,3662
2018/10/01 04:00:00+00,Total,31,Ferry,141487,4564,3663
2018/12/01 05:00:00+00,Weekday,20,Red Line,4451265,222563,3664
2018/08/01 04:00:00+00,Total,31,Commuter Rail,2728907,88029,3665
2018/10/01 04:00:00+00,Weekday,23,Blue Line,1602965,69694,3666
2018/09/01 04:00:00+00,Total,30,Ferry,143096,4770,3667
2019/01/01 05:00:00+00,Weekday,21,Heavy Rail,10273248,489202,3668
2018/10/01 04:00:00+00,Total,31,The RIDE,167413,5400,3669
2018/12/01 05:00:00+00,Weekday,20,Heavy Rail,9243225,462161,3670
2018/08/01 04:00:00+00,Total,31,Ferry,186413,6013,3671
2018/10/01 04:00:00+00,Weekday,23,Orange Line,4940089,214786,3672
2018/09/01 04:00:00+00,Total,30,The RIDE,152111,5070,3673
2019/01/01 05:00:00+00,Weekday,21,Green Line,3539303,168538,3674
2018/09/01 04:00:00+00,Weekday,19,Blue Line,1316782,69304,3675
2018/12/01 05:00:00+00,Weekday,20,Green Line,3248487,162424,3676
2018/08/01 04:00:00+00,Total,31,The RIDE,164388,5303,3677
2018/10/01 04:00:00+00,Weekday,23,Red Line,6199732,269554,3678
2018/08/01 04:00:00+00,Weekday,23,Blue Line,1518965,66042,3679
2019/01/01 05:00:00+00,Weekday,21,Light Rail,3539303,168538,3680
2018/09/01 04:00:00+00,Weekday,19,Orange Line,4010994,211105,3681
2018/12/01 05:00:00+00,Weekday,20,Light Rail,3248487,162424,3682
2018/07/01 04:00:00+00,Weekday,21,Blue Line,1452009,69143,3683
2018/10/01 04:00:00+00,Weekday,23,Heavy Rail,12742785,554034,3684
2018/08/01 04:00:00+00,Weekday,23,Orange Line,4413265,191881,3685
2019/01/01 05:00:00+00,Weekday,21,Silver Line,728626,34696,3686
2018/09/01 04:00:00+00,Weekday,19,Red Line,5051807,265885,3687
2018/12/01 05:00:00+00,Weekday,20,Silver Line,659334,32967,3688
2018/07/01 04:00:00+00,Weekday,21,Orange Line,4165306,198348,3689
2018/10/01 04:00:00+00,Weekday,23,Green Line,4615929,200693,3690
2018/08/01 04:00:00+00,Weekday,23,Red Line,5659742,246076,3691
2019/01/01 05:00:00+00,Weekday,21,Bus,6901437,328640,3692
2018/09/01 04:00:00+00,Weekday,19,Heavy Rail,10379583,546294,3693
2018/12/01 05:00:00+00,Weekday,20,Bus,6188521,309426,3694
2018/07/01 04:00:00+00,Weekday,21,Red Line,5329350,253779,3695
2018/10/01 04:00:00+00,Weekday,23,Light Rail,4615929,200693,3696
2018/08/01 04:00:00+00,Weekday,23,Heavy Rail,11591972,503999,3697
